id,type,properties_json
decision:C3-lothar_1999-S20260830:1,AgentDecision,"{""agent"": ""AuthorityAgent"", ""decision"": ""C3_CASE_AUTHORITY_CONFIRMED"", ""facts"": {""c3_order"": 34, ""case_id"": ""lothar_1999"", ""grade"": ""C"", ""source_case_index"": 34, ""source_i08_case_id"": ""I08-lothar_1999-S20260805""}, ""status"": ""PASS"", ""step"": 1}"
decision:C3-lothar_1999-S20260830:2,AgentDecision,"{""agent"": ""SolverEvidenceAgent"", ""decision"": ""C3_MODAL_EVIDENCE_BOUND_CASE_RESPONSE_NOT_MATERIALIZED"", ""facts"": {""case_response"": ""NOT_MATERIALIZED"", ""deck_sha256"": ""667c504770b99d4a3c484a114e16bb7c048c883d3a004f3e10dd71536f33dc86"", ""modal_modes"": 14}, ""status"": ""MODAL_EVIDENCE_ONLY"", ""step"": 2}"
decision:C3-lothar_1999-S20260830:3,AgentDecision,"{""agent"": ""PhysicsBoundaryAgent"", ""decision"": ""AWAITING_C3_CASE_RESPONSE"", ""facts"": {""c3_layer"": ""L3"", ""c3_stationary_eligible"": true, ""claim"": ""needs_recheck"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""legacy_value_transfer"": false, ""source_stationarity"": ""stationary_ok""}, ""status"": ""AWAITING_C3_CASE_RESPONSE"", ""step"": 3}"
decision:C3-lothar_1999-S20260830:4,AgentDecision,"{""agent"": ""WarningPolicyAgent"", ""decision"": ""NOT_ARMED"", ""facts"": {""c3_response"": ""NOT_MATERIALIZED"", ""dispatch"": false, ""physics_decision"": ""AWAITING_C3_CASE_RESPONSE""}, ""status"": ""NOT_ARMED"", ""step"": 4}"
case:C3-bora_adriatic-S20260830,C3WindCase,"{""U10_mps"": 48.6, ""c3_case_id"": ""C3-bora_adriatic-S20260830"", ""c3_claim"": ""needs_recheck"", ""c3_layer"": ""L3"", ""c3_order"": 35, ""c3_response_state"": ""NOT_MATERIALIZED"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""grade"": ""C"", ""group"": ""G6_temperate"", ""gust_mps"": 69.0, ""id"": ""bora_adriatic"", ""n"": 35, ""name_cn"": ""亚得里亚布拉风"", ""source_case_index"": 35, ""source_i08_case_id"": ""I08-bora_adriatic-S20260805"", ""source_name_cn"": ""亚得里亚海布拉风"", ""source_stationarity"": ""stationary_ok"", ""stationary"": true, ""wind_pressure_index"": 1.560894}"
authority-record:bora_adriatic,SourceAuthorityRecord,"{""Davenport_C"": ""8.0"", ""Iu"": ""0.18"", ""Kaimal_Lu_m"": ""120.0"", ""Kaimal_Lw_m"": ""60.0"", ""U10_sustained_ms"": ""48.6"", ""U_deck_ms"": ""59.335013465709174"", ""case_index"": ""35"", ""category"": ""foehn_bora"", ""coherence_model"": ""Davenport_exp"", ""confidence"": ""C"", ""derived_seed"": ""20260805"", ""derived_u_component_seed"": ""20260816"", ""derived_w_component_seed"": ""20260834"", ""dt_s"": ""0.05"", ""duration_s"": ""600.0"", ""github_scenario_id"": ""bora_adriatic"", ""github_seed_status"": ""NOT_PRESENT_IN_GITHUB_SPECTRAL_SWEEP"", ""gust3s_ms"": ""69.0"", ""gust3s_role"": ""METADATA_ONLY_NOT_CONSUMED_BY_WIND_GENERATION"", ""i08_case_id"": ""I08-bora_adriatic-S20260805"", ""materialization_status"": ""NOT_MATERIALIZED_MATRIX_ONLY"", ""maximum_frequency_hz"": ""5.0"", ""minimum_frequency_hz"": ""0.0016666666666666668"", ""minimum_frequency_policy"": ""GitHub_N_GRID_min_5e-4_Hz_raised_to_1_over_600_for_periodic_600s_record"", ""name_cn"": ""亚得里亚海布拉风"", ""note_cn"": ""下坡风; 69/1.42; 桥梁运营限风的著名案例"", ""region"": ""克罗地亚"", ""representative_event"": ""Maslenica 桥区阵风纪录约248 km/h (2003)"", ""sample_count"": ""12000"", ""sigma_u_definition"": ""sigma_u=Iu*U10_not_Iu*U_deck"", ""sigma_w_over_sigma_u"": ""0.5"", ""solver_execution_status"": ""NOT_EXECUTED"", ""source"": ""克罗地亚气象水文局纪录 (文献常识级)"", ""stationarity"": ""stationary_ok"", ""structural_damping_ratio"": ""0.005"", ""wind_profile"": ""U_deck=U10*ln(60/0.003)/ln(10/0.003)"", ""wind_spectrum"": ""Kaimal""}"
github-event:bora_adriatic,GitHubEvent,"{""scenario_id"": ""bora_adriatic"", ""source_case_index"": 35, ""source_stationarity"": ""stationary_ok""}"
evidence-bundle:C3-bora_adriatic-S20260830,ResultEvidenceBundle,"{""authority_bound"": true, ""c3_response_state"": ""NOT_MATERIALIZED"", ""modal_receipt_bound"": true, ""numerical_response_metrics"": false, ""scope"": ""C3_MODEL_MIGRATION""}"
response:C3-bora_adriatic-S20260830,C3CaseResponse,"{""state"": ""NOT_MATERIALIZED"", ""transferred_numeric_values"": false}"
trace:C3-bora_adriatic-S20260830,AgentTrace,"{""dispatch"": false, ""final_status"": ""NOT_ARMED""}"
legacy-result:bora_adriatic,LegacyResultPointer,"{""case_id"": ""bora_adriatic"", ""source_commit"": ""3b135b2c1a1b5c961ce68a101a0414fa0b525d85"", ""source_file_sha256"": ""e5bb379a64a091e8fdb561c7c4689af345d397677aefdd18322bc54db41d1a49"", ""source_i08_case_id"": ""I08-bora_adriatic-S20260805"", ""source_model"": ""Double-MCT"", ""source_path"": ""catwalk-fem/ccx-results/CW-CCX-GH43-BUF-20260830-I08-double-mct-rom/results/I08_43CASE_MASTER.csv"", ""source_row_key"": ""I08-bora_adriatic-S20260805"", ""use_as_c3_truth"": false}"
decision:C3-bora_adriatic-S20260830:1,AgentDecision,"{""agent"": ""AuthorityAgent"", ""decision"": ""C3_CASE_AUTHORITY_CONFIRMED"", ""facts"": {""c3_order"": 35, ""case_id"": ""bora_adriatic"", ""grade"": ""C"", ""source_case_index"": 35, ""source_i08_case_id"": ""I08-bora_adriatic-S20260805""}, ""status"": ""PASS"", ""step"": 1}"
decision:C3-bora_adriatic-S20260830:2,AgentDecision,"{""agent"": ""SolverEvidenceAgent"", ""decision"": ""C3_MODAL_EVIDENCE_BOUND_CASE_RESPONSE_NOT_MATERIALIZED"", ""facts"": {""case_response"": ""NOT_MATERIALIZED"", ""deck_sha256"": ""667c504770b99d4a3c484a114e16bb7c048c883d3a004f3e10dd71536f33dc86"", ""modal_modes"": 14}, ""status"": ""MODAL_EVIDENCE_ONLY"", ""step"": 2}"
decision:C3-bora_adriatic-S20260830:3,AgentDecision,"{""agent"": ""PhysicsBoundaryAgent"", ""decision"": ""AWAITING_C3_CASE_RESPONSE"", ""facts"": {""c3_layer"": ""L3"", ""c3_stationary_eligible"": true, ""claim"": ""needs_recheck"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""legacy_value_transfer"": false, ""source_stationarity"": ""stationary_ok""}, ""status"": ""AWAITING_C3_CASE_RESPONSE"", ""step"": 3}"
decision:C3-bora_adriatic-S20260830:4,AgentDecision,"{""agent"": ""WarningPolicyAgent"", ""decision"": ""NOT_ARMED"", ""facts"": {""c3_response"": ""NOT_MATERIALIZED"", ""dispatch"": false, ""physics_decision"": ""AWAITING_C3_CASE_RESPONSE""}, ""status"": ""NOT_ARMED"", ""step"": 4}"
case:C3-mistral_strong-S20260830,C3WindCase,"{""U10_mps"": 28.0, ""c3_case_id"": ""C3-mistral_strong-S20260830"", ""c3_claim"": ""needs_recheck"", ""c3_layer"": ""L3"", ""c3_order"": 36, ""c3_response_state"": ""NOT_MATERIALIZED"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""grade"": ""C"", ""group"": ""G6_temperate"", ""gust_mps"": 40.0, ""id"": ""mistral_strong"", ""n"": 36, ""name_cn"": ""密史脱拉强事件"", ""source_case_index"": 36, ""source_i08_case_id"": ""I08-mistral_strong-S20260805"", ""source_name_cn"": ""密史脱拉强事件"", ""source_stationarity"": ""stationary_ok"", ""stationary"": true, ""wind_pressure_index"": 0.518104}"
authority-record:mistral_strong,SourceAuthorityRecord,"{""Davenport_C"": ""8.0"", ""Iu"": ""0.16"", ""Kaimal_Lu_m"": ""120.0"", ""Kaimal_Lw_m"": ""60.0"", ""U10_sustained_ms"": ""28.0"", ""U_deck_ms"": ""34.18478142057319"", ""case_index"": ""36"", ""category"": ""foehn_bora"", ""coherence_model"": ""Davenport_exp"", ""confidence"": ""C"", ""derived_seed"": ""20260805"", ""derived_u_component_seed"": ""20260816"", ""derived_w_component_seed"": ""20260834"", ""dt_s"": ""0.05"", ""duration_s"": ""600.0"", ""github_scenario_id"": ""mistral_strong"", ""github_seed_status"": ""NOT_PRESENT_IN_GITHUB_SPECTRAL_SWEEP"", ""gust3s_ms"": ""40.0"", ""gust3s_role"": ""METADATA_ONLY_NOT_CONSUMED_BY_WIND_GENERATION"", ""i08_case_id"": ""I08-mistral_strong-S20260805"", ""materialization_status"": ""NOT_MATERIALIZED_MATRIX_ONLY"", ""maximum_frequency_hz"": ""5.0"", ""minimum_frequency_hz"": ""0.0016666666666666668"", ""minimum_frequency_policy"": ""GitHub_N_GRID_min_5e-4_Hz_raised_to_1_over_600_for_periodic_600s_record"", ""name_cn"": ""密史脱拉强事件"", ""note_cn"": ""气候型强事件典型量级"", ""region"": ""法国罗讷河谷"", ""representative_event"": ""强密史脱拉日"", ""sample_count"": ""12000"", ""sigma_u_definition"": ""sigma_u=Iu*U10_not_Iu*U_deck"", ""sigma_w_over_sigma_u"": ""0.5"", ""solver_execution_status"": ""NOT_EXECUTED"", ""source"": ""Meteo-France 气候资料 (气候级)"", ""stationarity"": ""stationary_ok"", ""structural_damping_ratio"": ""0.005"", ""wind_profile"": ""U_deck=U10*ln(60/0.003)/ln(10/0.003)"", ""wind_spectrum"": ""Kaimal""}"
github-event:mistral_strong,GitHubEvent,"{""scenario_id"": ""mistral_strong"", ""source_case_index"": 36, ""source_stationarity"": ""stationary_ok""}"
evidence-bundle:C3-mistral_strong-S20260830,ResultEvidenceBundle,"{""authority_bound"": true, ""c3_response_state"": ""NOT_MATERIALIZED"", ""modal_receipt_bound"": true, ""numerical_response_metrics"": false, ""scope"": ""C3_MODEL_MIGRATION""}"
response:C3-mistral_strong-S20260830,C3CaseResponse,"{""state"": ""NOT_MATERIALIZED"", ""transferred_numeric_values"": false}"
trace:C3-mistral_strong-S20260830,AgentTrace,"{""dispatch"": false, ""final_status"": ""NOT_ARMED""}"
legacy-result:mistral_strong,LegacyResultPointer,"{""case_id"": ""mistral_strong"", ""source_commit"": ""3b135b2c1a1b5c961ce68a101a0414fa0b525d85"", ""source_file_sha256"": ""e5bb379a64a091e8fdb561c7c4689af345d397677aefdd18322bc54db41d1a49"", ""source_i08_case_id"": ""I08-mistral_strong-S20260805"", ""source_model"": ""Double-MCT"", ""source_path"": ""catwalk-fem/ccx-results/CW-CCX-GH43-BUF-20260830-I08-double-mct-rom/results/I08_43CASE_MASTER.csv"", ""source_row_key"": ""I08-mistral_strong-S20260805"", ""use_as_c3_truth"": false}"
decision:C3-mistral_strong-S20260830:1,AgentDecision,"{""agent"": ""AuthorityAgent"", ""decision"": ""C3_CASE_AUTHORITY_CONFIRMED"", ""facts"": {""c3_order"": 36, ""case_id"": ""mistral_strong"", ""grade"": ""C"", ""source_case_index"": 36, ""source_i08_case_id"": ""I08-mistral_strong-S20260805""}, ""status"": ""PASS"", ""step"": 1}"
decision:C3-mistral_strong-S20260830:2,AgentDecision,"{""agent"": ""SolverEvidenceAgent"", ""decision"": ""C3_MODAL_EVIDENCE_BOUND_CASE_RESPONSE_NOT_MATERIALIZED"", ""facts"": {""case_response"": ""NOT_MATERIALIZED"", ""deck_sha256"": ""667c504770b99d4a3c484a114e16bb7c048c883d3a004f3e10dd71536f33dc86"", ""modal_modes"": 14}, ""status"": ""MODAL_EVIDENCE_ONLY"", ""step"": 2}"
decision:C3-mistral_strong-S20260830:3,AgentDecision,"{""agent"": ""PhysicsBoundaryAgent"", ""decision"": ""AWAITING_C3_CASE_RESPONSE"", ""facts"": {""c3_layer"": ""L3"", ""c3_stationary_eligible"": true, ""claim"": ""needs_recheck"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""legacy_value_transfer"": false, ""source_stationarity"": ""stationary_ok""}, ""status"": ""AWAITING_C3_CASE_RESPONSE"", ""step"": 3}"
decision:C3-mistral_strong-S20260830:4,AgentDecision,"{""agent"": ""WarningPolicyAgent"", ""decision"": ""NOT_ARMED"", ""facts"": {""c3_response"": ""NOT_MATERIALIZED"", ""dispatch"": false, ""physics_decision"": ""AWAITING_C3_CASE_RESPONSE""}, ""status"": ""NOT_ARMED"", ""step"": 4}"
case:C3-patagonia_westerlies-S20260830,C3WindCase,"{""U10_mps"": 28.0, ""c3_case_id"": ""C3-patagonia_westerlies-S20260830"", ""c3_claim"": ""needs_recheck"", ""c3_layer"": ""L3"", ""c3_order"": 37, ""c3_response_state"": ""NOT_MATERIALIZED"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""grade"": ""C"", ""group"": ""G6_temperate"", ""gust_mps"": 42.0, ""id"": ""patagonia_westerlies"", ""n"": 37, ""name_cn"": ""巴塔哥尼亚西风带"", ""source_case_index"": 37, ""source_i08_case_id"": ""I08-patagonia_westerlies-S20260805"", ""source_name_cn"": ""巴塔哥尼亚西风带强事件"", ""source_stationarity"": ""stationary_ok"", ""stationary"": true, ""wind_pressure_index"": 0.518104}"
authority-record:patagonia_westerlies,SourceAuthorityRecord,"{""Davenport_C"": ""8.0"", ""Iu"": ""0.15"", ""Kaimal_Lu_m"": ""120.0"", ""Kaimal_Lw_m"": ""60.0"", ""U10_sustained_ms"": ""28.0"", ""U_deck_ms"": ""34.18478142057319"", ""case_index"": ""37"", ""category"": ""extratropical_storm"", ""coherence_model"": ""Davenport_exp"", ""confidence"": ""C"", ""derived_seed"": ""20260805"", ""derived_u_component_seed"": ""20260816"", ""derived_w_component_seed"": ""20260834"", ""dt_s"": ""0.05"", ""duration_s"": ""600.0"", ""github_scenario_id"": ""patagonia_westerlies"", ""github_seed_status"": ""NOT_PRESENT_IN_GITHUB_SPECTRAL_SWEEP"", ""gust3s_ms"": ""42.0"", ""gust3s_role"": ""METADATA_ONLY_NOT_CONSUMED_BY_WIND_GENERATION"", ""i08_case_id"": ""I08-patagonia_westerlies-S20260805"", ""materialization_status"": ""NOT_MATERIALIZED_MATRIX_ONLY"", ""maximum_frequency_hz"": ""5.0"", ""minimum_frequency_hz"": ""0.0016666666666666668"", ""minimum_frequency_policy"": ""GitHub_N_GRID_min_5e-4_Hz_raised_to_1_over_600_for_periodic_600s_record"", ""name_cn"": ""巴塔哥尼亚西风带强事件"", ""note_cn"": ""气候型; 常年6-8级"", ""region"": ""阿根廷/智利"", ""representative_event"": ""西风带强事件典型量级"", ""sample_count"": ""12000"", ""sigma_u_definition"": ""sigma_u=Iu*U10_not_Iu*U_deck"", ""sigma_w_over_sigma_u"": ""0.5"", ""solver_execution_status"": ""NOT_EXECUTED"", ""source"": ""SMN 阿根廷气候资料 (气候级)"", ""stationarity"": ""stationary_ok"", ""structural_damping_ratio"": ""0.005"", ""wind_profile"": ""U_deck=U10*ln(60/0.003)/ln(10/0.003)"", ""wind_spectrum"": ""Kaimal""}"
github-event:patagonia_westerlies,GitHubEvent,"{""scenario_id"": ""patagonia_westerlies"", ""source_case_index"": 37, ""source_stationarity"": ""stationary_ok""}"
evidence-bundle:C3-patagonia_westerlies-S20260830,ResultEvidenceBundle,"{""authority_bound"": true, ""c3_response_state"": ""NOT_MATERIALIZED"", ""modal_receipt_bound"": true, ""numerical_response_metrics"": false, ""scope"": ""C3_MODEL_MIGRATION""}"
response:C3-patagonia_westerlies-S20260830,C3CaseResponse,"{""state"": ""NOT_MATERIALIZED"", ""transferred_numeric_values"": false}"
trace:C3-patagonia_westerlies-S20260830,AgentTrace,"{""dispatch"": false, ""final_status"": ""NOT_ARMED""}"
legacy-result:patagonia_westerlies,LegacyResultPointer,"{""case_id"": ""patagonia_westerlies"", ""source_commit"": ""3b135b2c1a1b5c961ce68a101a0414fa0b525d85"", ""source_file_sha256"": ""e5bb379a64a091e8fdb561c7c4689af345d397677aefdd18322bc54db41d1a49"", ""source_i08_case_id"": ""I08-patagonia_westerlies-S20260805"", ""source_model"": ""Double-MCT"", ""source_path"": ""catwalk-fem/ccx-results/CW-CCX-GH43-BUF-20260830-I08-double-mct-rom/results/I08_43CASE_MASTER.csv"", ""source_row_key"": ""I08-patagonia_westerlies-S20260805"", ""use_as_c3_truth"": false}"
decision:C3-patagonia_westerlies-S20260830:1,AgentDecision,"{""agent"": ""AuthorityAgent"", ""decision"": ""C3_CASE_AUTHORITY_CONFIRMED"", ""facts"": {""c3_order"": 37, ""case_id"": ""patagonia_westerlies"", ""grade"": ""C"", ""source_case_index"": 37, ""source_i08_case_id"": ""I08-patagonia_westerlies-S20260805""}, ""status"": ""PASS"", ""step"": 1}"
decision:C3-patagonia_westerlies-S20260830:2,AgentDecision,"{""agent"": ""SolverEvidenceAgent"", ""decision"": ""C3_MODAL_EVIDENCE_BOUND_CASE_RESPONSE_NOT_MATERIALIZED"", ""facts"": {""case_response"": ""NOT_MATERIALIZED"", ""deck_sha256"": ""667c504770b99d4a3c484a114e16bb7c048c883d3a004f3e10dd71536f33dc86"", ""modal_modes"": 14}, ""status"": ""MODAL_EVIDENCE_ONLY"", ""step"": 2}"
decision:C3-patagonia_westerlies-S20260830:3,AgentDecision,"{""agent"": ""PhysicsBoundaryAgent"", ""decision"": ""AWAITING_C3_CASE_RESPONSE"", ""facts"": {""c3_layer"": ""L3"", ""c3_stationary_eligible"": true, ""claim"": ""needs_recheck"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""legacy_value_transfer"": false, ""source_stationarity"": ""stationary_ok""}, ""status"": ""AWAITING_C3_CASE_RESPONSE"", ""step"": 3}"
decision:C3-patagonia_westerlies-S20260830:4,AgentDecision,"{""agent"": ""WarningPolicyAgent"", ""decision"": ""NOT_ARMED"", ""facts"": {""c3_response"": ""NOT_MATERIALIZED"", ""dispatch"": false, ""physics_decision"": ""AWAITING_C3_CASE_RESPONSE""}, ""status"": ""NOT_ARMED"", ""step"": 4}"
case:C3-xinjiang_baili_fengqu-S20260830,C3WindCase,"{""U10_mps"": 30.0, ""c3_case_id"": ""C3-xinjiang_baili_fengqu-S20260830"", ""c3_claim"": ""offsite_reference"", ""c3_layer"": ""L3"", ""c3_order"": 38, ""c3_response_state"": ""NOT_MATERIALIZED"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""grade"": ""A"", ""group"": ""G6_temperate"", ""gust_mps"": 60.0, ""id"": ""xinjiang_baili_fengqu"", ""n"": 38, ""name_cn"": ""新疆百里风区"", ""source_case_index"": 38, ""source_i08_case_id"": ""I08-xinjiang_baili_fengqu-S20260805"", ""source_name_cn"": ""新疆百里风区(十三间房)"", ""source_stationarity"": ""stationary_ok"", ""stationary"": true, ""wind_pressure_index"": 0.594762}"
authority-record:xinjiang_baili_fengqu,SourceAuthorityRecord,"{""Davenport_C"": ""8.0"", ""Iu"": ""0.16"", ""Kaimal_Lu_m"": ""120.0"", ""Kaimal_Lw_m"": ""60.0"", ""U10_sustained_ms"": ""30.0"", ""U_deck_ms"": ""36.626551522042696"", ""case_index"": ""38"", ""category"": ""local_record"", ""coherence_model"": ""Davenport_exp"", ""confidence"": ""A"", ""derived_seed"": ""20260805"", ""derived_u_component_seed"": ""20260816"", ""derived_w_component_seed"": ""20260834"", ""dt_s"": ""0.05"", ""duration_s"": ""600.0"", ""github_scenario_id"": ""xinjiang_baili_fengqu"", ""github_seed_status"": ""NOT_PRESENT_IN_GITHUB_SPECTRAL_SWEEP"", ""gust3s_ms"": ""60.0"", ""gust3s_role"": ""METADATA_ONLY_NOT_CONSUMED_BY_WIND_GENERATION"", ""i08_case_id"": ""I08-xinjiang_baili_fengqu-S20260805"", ""materialization_status"": ""NOT_MATERIALIZED_MATRIX_ONLY"", ""maximum_frequency_hz"": ""5.0"", ""minimum_frequency_hz"": ""0.0016666666666666668"", ""minimum_frequency_policy"": ""GitHub_N_GRID_min_5e-4_Hz_raised_to_1_over_600_for_periodic_600s_record"", ""name_cn"": ""新疆百里风区(十三间房)"", ""note_cn"": ""年均8级以上大风100-140天; U10取强事件持续风名义30"", ""region"": ""中国新疆兰新线"", ""representative_event"": ""实测最大瞬时>=60 m/s; 十三间房站历史极大50.8; 2001-04 测风仪51-56 m/s打到极限; 2007-02-28 13级(37-41.4)吹翻11节车厢"", ""sample_count"": ""12000"", ""sigma_u_definition"": ""sigma_u=Iu*U10_not_Iu*U_deck"", ""sigma_w_over_sigma_u"": ""0.5"", ""solver_execution_status"": ""NOT_EXECUTED"", ""source"": ""气象杂志2012《新疆百里风区地形与大风的关系》; 中新社2007; 澎湃/新疆气象"", ""stationarity"": ""stationary_ok"", ""structural_damping_ratio"": ""0.005"", ""wind_profile"": ""U_deck=U10*ln(60/0.003)/ln(10/0.003)"", ""wind_spectrum"": ""Kaimal""}"
github-event:xinjiang_baili_fengqu,GitHubEvent,"{""scenario_id"": ""xinjiang_baili_fengqu"", ""source_case_index"": 38, ""source_stationarity"": ""stationary_ok""}"
evidence-bundle:C3-xinjiang_baili_fengqu-S20260830,ResultEvidenceBundle,"{""authority_bound"": true, ""c3_response_state"": ""NOT_MATERIALIZED"", ""modal_receipt_bound"": true, ""numerical_response_metrics"": false, ""scope"": ""C3_MODEL_MIGRATION""}"
response:C3-xinjiang_baili_fengqu-S20260830,C3CaseResponse,"{""state"": ""NOT_MATERIALIZED"", ""transferred_numeric_values"": false}"
trace:C3-xinjiang_baili_fengqu-S20260830,AgentTrace,"{""dispatch"": false, ""final_status"": ""NOT_ARMED""}"
legacy-result:xinjiang_baili_fengqu,LegacyResultPointer,"{""case_id"": ""xinjiang_baili_fengqu"", ""source_commit"": ""3b135b2c1a1b5c961ce68a101a0414fa0b525d85"", ""source_file_sha256"": ""e5bb379a64a091e8fdb561c7c4689af345d397677aefdd18322bc54db41d1a49"", ""source_i08_case_id"": ""I08-xinjiang_baili_fengqu-S20260805"", ""source_model"": ""Double-MCT"", ""source_path"": ""catwalk-fem/ccx-results/CW-CCX-GH43-BUF-20260830-I08-double-mct-rom/results/I08_43CASE_MASTER.csv"", ""source_row_key"": ""I08-xinjiang_baili_fengqu-S20260805"", ""use_as_c3_truth"": false}"
decision:C3-xinjiang_baili_fengqu-S20260830:1,AgentDecision,"{""agent"": ""AuthorityAgent"", ""decision"": ""C3_CASE_AUTHORITY_CONFIRMED"", ""facts"": {""c3_order"": 38, ""case_id"": ""xinjiang_baili_fengqu"", ""grade"": ""A"", ""source_case_index"": 38, ""source_i08_case_id"": ""I08-xinjiang_baili_fengqu-S20260805""}, ""status"": ""PASS"", ""step"": 1}"
decision:C3-xinjiang_baili_fengqu-S20260830:2,AgentDecision,"{""agent"": ""SolverEvidenceAgent"", ""decision"": ""C3_MODAL_EVIDENCE_BOUND_CASE_RESPONSE_NOT_MATERIALIZED"", ""facts"": {""case_response"": ""NOT_MATERIALIZED"", ""deck_sha256"": ""667c504770b99d4a3c484a114e16bb7c048c883d3a004f3e10dd71536f33dc86"", ""modal_modes"": 14}, ""status"": ""MODAL_EVIDENCE_ONLY"", ""step"": 2}"
decision:C3-xinjiang_baili_fengqu-S20260830:3,AgentDecision,"{""agent"": ""PhysicsBoundaryAgent"", ""decision"": ""AWAITING_C3_CASE_RESPONSE"", ""facts"": {""c3_layer"": ""L3"", ""c3_stationary_eligible"": true, ""claim"": ""offsite_reference"", ""classification_disposition"": ""UNCHANGED_STATIONARY_ELIGIBLE"", ""legacy_value_transfer"": false, ""source_stationarity"": ""stationary_ok""}, ""status"": ""AWAITING_C3_CASE_RESPONSE"", ""step"": 3}"
decision:C3-xinjiang_baili_fengqu-S20260830:4,AgentDecision,"{""agent"": ""WarningPolicyAgent"", ""decision"": ""NOT_ARMED"", ""facts"": {""c3_response"": ""NOT_MATERIALIZED"", ""dispatch"": false, ""physics_decision"": ""AWAITING_C3_CASE_RESPONSE""}, ""status"": ""NOT_ARMED"", ""step"": 4}"
case:C3-cape_denison_katabatic-S20260830,C3WindCase,"{""U10_mps"": 19.4, ""c3_case_id"": ""C3-cape_denison_katabatic-S20260830"", ""c3_claim"": ""envelope_only"", ""c3_layer"": ""L4"", ""c3_order"": 39, ""c3_response_state"": ""NOT_MATERIALIZED"", ""classification_disposition"": ""C3_ENVELOPE_ONLY_RECLASSIFIED"", ""grade"": ""C"", ""group"": ""G7_polar"", ""gust_mps"": 90.0, ""id"": ""cape_denison_katabatic"", ""n"": 39, ""name_cn"": ""联邦湾下降风年均"", ""source_case_index"": 39, ""source_i08_case_id"": ""I08-cape_denison_katabatic-S20260805"", ""source_name_cn"": ""南极联邦湾下降风"", ""source_stationarity"": ""stationary_ok"", ""stationary"": false, ""wind_pressure_index"": 0.248716}"
authority-record:cape_denison_katabatic,SourceAuthorityRecord,"{""Davenport_C"": ""8.0"", ""Iu"": ""0.15"", ""Kaimal_Lu_m"": ""120.0"", ""Kaimal_Lw_m"": ""60.0"", ""U10_sustained_ms"": ""19.4"", ""U_deck_ms"": ""23.685169984254276"", ""case_index"": ""39"", ""category"": ""katabatic"", ""coherence_model"": ""Davenport_exp"", ""confidence"": ""C"", ""derived_seed"": ""20260805"", ""derived_u_component_seed"": ""20260816"", ""derived_w_component_seed"": ""20260834"", ""dt_s"": ""0.05"", ""duration_s"": ""600.0"", ""github_scenario_id"": ""cape_denison_katabatic"", ""github_seed_status"": ""NOT_PRESENT_IN_GITHUB_SPECTRAL_SWEEP"", ""gust3s_ms"": ""90.0"", ""gust3s_role"": ""METADATA_ONLY_NOT_CONSUMED_BY_WIND_GENERATION"", ""i08_case_id"": ""I08-cape_denison_katabatic-S20260805"", ""materialization_status"": ""NOT_MATERIALIZED_MATRIX_ONLY"", ""maximum_frequency_hz"": ""5.0"", ""minimum_frequency_hz"": ""0.0016666666666666668"", ""minimum_frequency_policy"": ""GitHub_N_GRID_min_5e-4_Hz_raised_to_1_over_600_for_periodic_600s_record"", ""name_cn"": ""南极联邦湾下降风"", ""note_cn"": ""年均值为常年持续风; 阵风为探险与站史文献量级"", ""region"": ""南极Cape Denison"", ""representative_event"": ""地球年均风速最大地点(年均19.4 m/s), 强下降风阵风可达~90 m/s量级"", ""sample_count"": ""12000"", ""sigma_u_definition"": ""sigma_u=Iu*U10_not_Iu*U_deck"", ""sigma_w_over_sigma_u"": ""0.5"", ""solver_execution_status"": ""NOT_EXECUTED"", ""source"": ""Mawson 站史/BAS 气候资料 (文献常识级)"", ""stationarity"": ""stationary_ok"", ""structural_damping_ratio"": ""0.005"", ""wind_profile"": ""U_deck=U10*ln(60/0.003)/ln(10/0.003)"", ""wind_spectrum"": ""Kaimal""}"
github-event:cape_denison_katabatic,GitHubEvent,"{""scenario_id"": ""cape_denison_katabatic"", ""source_case_index"": 39, ""source_stationarity"": ""stationary_ok""}"
evidence-bundle:C3-cape_denison_katabatic-S20260830,ResultEvidenceBundle,"{""authority_bound"": true, ""c3_response_state"": ""NOT_MATERIALIZED"", ""modal_receipt_bound"": true, ""numerical_response_metrics"": false, ""scope"": ""C3_MODEL_MIGRATION""}"
response:C3-cape_denison_katabatic-S20260830,C3CaseResponse,"{""state"": ""NOT_MATERIALIZED"", ""transferred_numeric_values"": false}"
trace:C3-cape_denison_katabatic-S20260830,AgentTrace,"{""dispatch"": false, ""final_status"": ""NOT_ARMED""}"
